Farm.Name,Altitude,Region,altitude_low_meters,altitude_high_meters,altitude_mean_meters,FarmID
Unknown,1550 msnm,cundinamarca,1550.0,1550.0,1550.0,777
casa blanca,1100,"coatepec, coatepec",1100.0,1100.0,1100.0,778
el papaturro,4000 p.s.n.m.,oriente,1219.2,1219.2,1219.2,779
cre-leg l-4,800,xicotepec de juarez,800.0,800.0,800.0,780
cnra station of divo,200,cnra station of divo,200.0,200.0,200.0,781
several,1200,pereira,1200.0,1200.0,1200.0,782
el encanto,950,zentla,950.0,950.0,950.0,783
la gloria,750,zentla,750.0,750.0,750.0,784
conquista / morito,Unknown,oriente,Unknown,Unknown,Unknown,785
baishencun coffee farm百勝村咖啡莊園,850,natou county,850.0,850.0,850.0,786
chapultepec,1320,occidente,1320.0,1320.0,1320.0,787
Unknown,Unknown,san rafael,Unknown,Unknown,Unknown,788
la tejeria,1550,zaragoza itundujia,1550.0,1550.0,1550.0,789
el delirio,1450,yajalon,1450.0,1450.0,1450.0,790
various,1200 m,"pluma hidalogo, oaxaca",1200.0,1200.0,1200.0,791
huanacaxtle,1500,zaragoza itundujia,1500.0,1500.0,1500.0,792
las palmas,1100,tlacuilotepec,1100.0,1100.0,1100.0,793
various,4000,oriente,1219.2,1219.2,1219.2,794
various,1350,intibuca,1350.0,1350.0,1350.0,795
Unknown,1400,san ignacio,1400.0,1400.0,1400.0,796
Unknown,1300,"iliatenco, guerrero",1300.0,1300.0,1300.0,797
el sauce,1550,zaragoza itundujia,1550.0,1550.0,1550.0,798
pico del oro,12oo,amatenango de la frontera,12.0,12.0,12.0,799
la pandora,1400,zaragoza itundujia,1400.0,1400.0,1400.0,800
"la patrona, el trebol, la cadena",1320,veracruz,1320.0,1320.0,1320.0,801
el tesoro,1250,veracruz,1250.0,1250.0,1250.0,802
los encinos,1350,"ohuapan, tlaltetela",1350.0,1350.0,1350.0,803
alicia's farm,1850,yunnan,1850.0,1850.0,1850.0,804
los pinos,1150,yecuatla,1150.0,1150.0,1150.0,805
kan tou mountain coffee 崁頭山咖啡館,800m,"dongshan dist., tainan city 臺南市東山區",800.0,800.0,800.0,806
grapos el porvenir,1400,tapachula,1400.0,1400.0,1400.0,807
cofradia,1300,cofradia de suchitlan,1300.0,1300.0,1300.0,808
kona farms,Unknown,kona,Unknown,Unknown,Unknown,809
various,1600 meters,"sierra, chiapas",1600.0,1600.0,1600.0,810
finca sego,1400,villa talea de castro,1400.0,1400.0,1400.0,811
cerca de los angeles,1200,los angeles,1200.0,1200.0,1200.0,812
el naranjo,1500,zaragoza itundujia,1500.0,1500.0,1500.0,813
various,4000 p.s.n.m,oriente,1219.2,1219.2,1219.2,814
llano hermoso,1300,"xochitonalco, huautla        ",1300.0,1300.0,1300.0,815
various,1300,ijen,1300.0,1300.0,1300.0,816
Unknown,1050,cordoba,1050.0,1050.0,1050.0,817
hani,1200 meters,yunnan,1200.0,1200.0,1200.0,818
finca la fortuna,850,"motozintla, chiapas",850.0,850.0,850.0,819
el regadito,1248,petatlan,1248.0,1248.0,1248.0,820
"dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡",750-800 m,"dongshan dist., tainan city 臺南市東山區",750.0,800.0,775.0,821
rancho los laureles,1300,coatepec,1300.0,1300.0,1300.0,822
finca los andes,1200,"motozintla, chiapas",1200.0,1200.0,1200.0,823
"producer group (approx. 1,000 farmers)",900-1500 masl,san ignacio,900.0,1500.0,1200.0,824
Unknown,Unknown,chickmangalore,Unknown,Unknown,Unknown,825
Unknown,1100,coatepec,1100.0,1100.0,1100.0,826
agua de la mariposa,1400,zaragoza itundujia,1400.0,1400.0,1400.0,827
1,3500,indonesia,3500.0,3500.0,3500.0,828
various,1000+ meters,"benguet, mountain province",1000.0,1000.0,1000.0,829
Unknown,Unknown,monte carmelo,Unknown,Unknown,Unknown,830
la joya,1100,tlacuilotepec,1100.0,1100.0,1100.0,831
"zaragoza, montelibano, pamal navil",1200,ocosingo,1200.0,1200.0,1200.0,832
peña campana,1280,huautla de jimenez,1280.0,1280.0,1280.0,833
la cruz,850,menglian,850.0,850.0,850.0,834
el limón,1500,zaragoza itundujia,1500.0,1500.0,1500.0,835
la orduña,1250,coatepec,1250.0,1250.0,1250.0,836
sierra madre,1700,chiapas,1700.0,1700.0,1700.0,837
las ceibas,1140,"chocaman, veracruz",1140.0,1140.0,1140.0,838
la marina-el orizabeño,1200,xalapa,1200.0,1200.0,1200.0,839
rancho vigia,1250,coatepec,1250.0,1250.0,1250.0,840
various,1200 meters,sierra alta mixe y zapoteca,1200.0,1200.0,1200.0,841
2000 farmers,640m-1400m,marmelade,640.0,1400.0,1020.0,842
la vuelta,800,tlatlauquitepec,800.0,800.0,800.0,843
la morena,1800,veracruz,1800.0,1800.0,1800.0,844
various,1000 meters,"sierra norte yajalon, chiapas",1000.0,1000.0,1000.0,845
el centenario,900,juchique de ferrer,900.0,900.0,900.0,846
200 farms,~350m,"department d'artibonite , haiti",350.0,350.0,350.0,847
kyangundu cooperative society,1488,sheema south western,1488.0,1488.0,1488.0,848
sethuraman estate kaapi royale,3170,chikmagalur karnataka indua,3170.0,3170.0,3170.0,849
sethuraman estate,1000m,chikmagalur,1000.0,1000.0,1000.0,850
ugacof project area,1212,central,1212.0,1212.0,1212.0,851
katikamu capca farmers association,1200-1300,luwero central region,1200.0,1300.0,1250.0,852
Unknown,3000',chikmagalur,3000.0,3000.0,3000.0,853
sethuraman estates,750m,chikmagalur,750.0,750.0,750.0,854
sethuraman estate kaapi royale,3140,chikmagalur karnataka india,3140.0,3140.0,3140.0,855
sethuraman estate,1000,chikmagalur karnataka,1000.0,1000.0,1000.0,856
ishaka,900-1300,western,900.0,1300.0,1100.0,857
ugacof project area,1095,iganga namadrope eastern,1095.0,1095.0,1095.0,858
sethuraman estate kaapi royale,1000,chikmagalur karnataka,1000.0,1000.0,1000.0,859
kasozi coffee farmers,1367,eastern,1367.0,1367.0,1367.0,860
kyangundu coop society,1488,south western,1488.0,1488.0,1488.0,861
bushenyi,1600,western,1600.0,1600.0,1600.0,862
kigezi coffee farmers association,1745,western,1745.0,1745.0,1745.0,863
mannya coffee project,1200,southern,1200.0,1200.0,1200.0,864
sethuraman estates,3000',chikmagalur,3000.0,3000.0,3000.0,865
robustasa,Unknown,"san juan, playas",Unknown,Unknown,Unknown,866
robustasa,40,"san juan, playas",40.0,40.0,40.0,867
fazenda cazengo,795 meters,"kwanza norte province, angola",795.0,795.0,795.0,868
