CoffeeID,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
624,Arabica,juan luis alvarado romero,Guatemala,finca medina,Unknown,Unknown,-,finca medina,1500,antigua,-,275,69.0,Asociacion Nacional Del Café,2012-01-01,2012-07-17,Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.11,0,0.0,Green,0,2013-07-17,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0
625,Arabica,doi tung development project,Thailand,doi tung development project,Unknown,doi tung development project,-,mae fah luang foundation,Unknown,thailand,Doi Tung Development Project,2,1.0,Specialty Coffee Association,2012-01-01,2012-06-13,Doi Tung Development Project,Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,82.67,0.12,0,0.0,Bluish-Green,0,2013-06-13,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
626,Arabica,montegrande,Mexico,finca monte grande,Unknown,Unknown,1506622904,cafe montegrande,1100,Unknown,AMIN JAVIER MOISES CEJA,36,1.0,AMECAFE,2012-01-01,2012-06-06,MONTEGRANDE,Other,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.67,0.11,0,0.0,Unknown,2,2013-06-06,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0
627,Arabica,grupo cafetalero los brujos spr de rl,Mexico,finca castillos,Unknown,Unknown,F-30002939,grupo cafetalero los brujos,950,mahuixtlan,MARIA DE LOURDES ANCIRA ELIZONDO,23,1.0,AMECAFE,2012-01-01,2012-06-06,GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,7.58,82.67,0.12,0,0.0,Unknown,0,2013-06-06,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,950.0,950.0,950.0
628,Arabica,george a. fernandez,Colombia,la canada,Unknown,the beneficio is designed to be ecologic,2889,Unknown,1800 meters (5900,52 narino (exact location: mattituy; municipal region: florida code 381,Mariana Cabrera Pantoja; I.D.: 27 423 625,1,1.0,Specialty Coffee Association,,2011-11-16,George A. Fernandez,Unknown,Unknown,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,7.58,82.67,0.11,0,0.0,Green,0,2012-11-15,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1800.0,5900.0,3850.0
629,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,kona,Unknown,37,45.3592,Specialty Coffee Association,,2011-09-20,Kona Pacific Farmers Cooperative,Unknown,Unknown,7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,7.58,82.67,0.03,2,0.0,Unknown,0,2012-09-19,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
630,Arabica,young kim,Mexico,kassandra,Unknown,Unknown,016-2484-05,Unknown,1400 masl,mexico,Finca Kassandra,1,1.0,Specialty Coffee Association,,2011-04-06,Young Kim,Blue Mountain,Unknown,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,10.0,7.08,82.67,0.0,0,0.0,Unknown,1,2012-04-05,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400.0,1400.0,1400.0
631,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora bonanza - armenia quindioa,3-68-0152,Unknown,1800 msnm,huila,Unknown,250,70.0,Almacafé,,2011-02-09,Exportadora de Cafe Condor S.A,Unknown,Unknown,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,7.42,82.67,0.08,0,0.0,Unknown,3,2012-02-09,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0
632,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-037-2273,Unknown,Unknown,Unknown,Unknown,270,70.0,Almacafé,,2010-09-03,Racafe & Cia S.C.A,Unknown,Unknown,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,7.58,82.67,0.21,0,0.0,Unknown,2,2011-09-03,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,Unknown,Unknown,Unknown
633,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0634,beneficio ixchel,11/23/0634,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,25,69.0,Asociacion Nacional Del Café,2017-01-01,2017-09-08,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,82.58,0.1,0,1.0,Green,2,2018-09-08,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
634,Arabica,"lin, che-hao krude 林哲豪",Taiwan,林園咖啡 lin yuan coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,林園咖啡 lin yuan coffee,Taiwan,taiwan coffee laboratory,1050,國姓鄉 guoshing township,林文弘 Lin Wen Hong,6,5.0,Specialty Coffee Association,2016-01-01,2017-08-22,"Lin, Che-Hao Krude 林哲豪",Typica,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.11,0,5.0,Green,0,2018-08-22,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1050.0,1050.0,1050.0
635,Arabica,gabriel barbara,Brazil,Unknown,GO-669-16,copag armazéns gerais ltda.,Unknown,volcafe ltda.,Unknown,south of minas,Unknown,198,59.0,Brazil Specialty Coffee Association,2016-01-01,2017-04-19,Gabriel Barbara,Unknown,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,7.5,82.58,0.11,0,0.0,Green,7,2018-04-19,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,Unknown,Unknown,Unknown
636,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,台中市新社區崑山里,1,台中市新社區崑山里,Unknown,宸嶧國際,200 m,changhua baguashan 彰化市八卦山,陳勝樂0912326001,1,10.0,Blossom Valley International,,2017-02-13,CQI Taiwan ICP CQI台灣合作夥伴,Unknown,Unknown,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,82.58,0.11,0,0.0,Blue-Green,0,2018-02-13,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,200.0,200.0,200.0
637,Arabica,bourbon specialty coffees,Brazil,Unknown,43102245/P4615,dinamo armazens gerais ltda,002/4542/0190,bourbon specialty coffees,Unknown,campos altos - cerrado,Unknown,300,60.0,Brazil Specialty Coffee Association,2016-01-01,2015-12-28,BOURBON SPECIALTY COFFEES,Unknown,Unknown,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,8.0,82.58,0.0,1,9.0,Green,2,2016-12-27,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,Unknown,Unknown,Unknown
638,Arabica,andry simarmata,Indonesia,small holders farmer,Unknown,sarimakmur,015/0826/0516,pt. sari makmur tunggal mandiri,1200-1300m dpl,aceh,SMALL HOLDERS FARMER,150,2.0,Torch Coffee Lab Yunnan,2015-01-01,2015-09-15,Andry Simarmata,Typica,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.13,0,0.0,Blue-Green,6,2016-09-14,Torch Coffee Lab Yunnan,280c299bf8f7e7bd526e0fc5e1d209b361120d7f,2ce3fe88323f4b924d3a0a84f6d5ae006a091256,m,1200.0,1300.0,1250.0
639,Arabica,doi tung development project,Thailand,Unknown,Unknown,Unknown,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1.0,Specialty Coffee Association,2014-01-01,2015-06-09,Doi Tung Development Project,Unknown,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,Green,0,2016-06-08,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800.0,800.0,800.0
640,Arabica,松澤宏樹 koju matsuzawa,Thailand,Unknown,Unknown,Unknown,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",50,20.0,Specialty Coffee Institute of Asia,2014-01-01,2015-02-15,松澤宏樹 Koju Matsuzawa,Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,Blue-Green,1,2016-02-15,Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1400.0,1500.0,1450.0
641,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",lubanda amcos,Unknown,tembo coffee company ltd,C37,tembo coffee company ltd,1317,ikand village,Tembo Coffee Company Ltd,10,60.0,Africa Fine Coffee Association,2014-01-01,2014-12-12,Tembo Coffee Company Ltd,Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,Unknown,1,2015-12-12,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1317.0,1317.0,1317.0
642,Arabica,kawacom uganda ltd,Uganda,mt.elgon sipi falls cheema,Unknown,kawacom,0,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,1,60.0,Uganda Coffee Development Authority,2013-01-01,2014-06-30,Kawacom Uganda LTD,SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,82.58,0.12,0,0.0,Green,0,2015-06-30,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400.0,1900.0,1650.0
643,Arabica,eric thormaehlen,Costa Rica,various,Unknown,coricafe sa,5-0048-0125,coricafe s.a.,1200-1400,central valley,VARIOS,250,1.0,Specialty Coffee Association of Costa Rica,2013-01-01,2014-05-09,Eric Thormaehlen,Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58,0.11,0,0.0,Green,3,2015-05-09,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200.0,1400.0,1300.0
644,Arabica,dane loraas,Mexico,Unknown,Unknown,Unknown,016-2022-0008,sustainable harvest,Unknown,veracruz,Huatusco,320,2.26796,Specialty Coffee Association,2014-01-01,2014-04-18,Dane Loraas,Unknown,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,7.58,82.58,0.0,0,0.0,Green,11,2015-04-18,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
645,Arabica,brent hall,Guatemala,Unknown,Unknown,Unknown,2,s&d coffee and tea,Unknown,Unknown,Unknown,1,2.0,Specialty Coffee Association,2012-01-01,2013-12-10,Brent Hall,Unknown,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,7.5,82.58,0.0,0,0.0,Blue-Green,4,2014-12-10,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
646,Arabica,exportadora de cafe condor s.a,Colombia,various,Unknown,trilladora boananza,3-68-0160,exportadora de cafe condor s.a,1750 msnm,huila,varios,250,70.0,Almacafé,2013-01-01,2013-04-16,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,7.5,82.58,0.11,0,0.0,Blue-Green,3,2014-04-16,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0
647,Arabica,exportadora de cafe condor s.a,Colombia,various,Unknown,trilladora boananza,3-68-0004,exportadora de cafe condor s.a,1750 msnm,huila,varios,250,70.0,Almacafé,2012-01-01,2012-10-09,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,7.42,82.58,0.11,0,0.0,Unknown,3,2013-10-09,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0
648,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora boananza,3-68-0140,exportadora de cafe condor s.a,1750 msnm,huila,Unknown,250,70.0,Almacafé,2013-01-01,2013-02-27,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,7.42,82.58,0.11,0,0.0,Green,0,2014-02-27,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0
649,Arabica,guillermo rojas saldana,Mexico,jamaica,Unknown,cuauhtemoc 321 col. trinidad de las huertas,1405818311,Unknown,1250,oaxaca,GUILLERMO ROJAS SALDAÑA,50,1.0,AMECAFE,2012-01-01,2012-09-04,GUILLERMO ROJAS SALDANA,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.58,0.1,0,0.0,Green,6,2013-09-04,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0
650,Arabica,organizaciones de productores de cafe colimense,Mexico,la timbuchera; el ocotito y la hortaliza,Unknown,beneficio cafetaleros del arrayanal,703815218; 703815215; 703815197,organizaciones de productores de cafe colimense sa de cv,1150,colima,FEDERICO ENCISO MICHEL; LEODAN ENCISO FIGUEROA; JAIME LOPEZ LOPEZ,70,1.0,AMECAFE,2012-01-01,2012-07-02,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,Green,0,2013-07-02,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1150.0,1150.0,1150.0
651,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-1435,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,275,70.0,Almacafé,2012-01-01,2012-06-13,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,7.67,82.58,0.11,2,0.0,Green,2,2013-06-13,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
652,Arabica,nucoffee,Brazil,fazenda chamusca,Unknown,Unknown,002/1251/0359,Unknown,900-1050m,south of minas,Mario Garcia Reis Neto,42,60.0,NUCOFFEE,2011-01-01,2011-10-28,NUCOFFEE,Mundo Novo,Unknown,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,7.42,82.58,0.0,0,0.0,Unknown,4,2012-10-27,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,900.0,1050.0,975.0
653,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60.0,Brazil Specialty Coffee Association,,2017-10-20,Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.5,0.11,0,0.0,Green,4,2018-10-20,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890.0,890.0,890.0
654,Arabica,sanjava coffee,Indonesia,various,2,dry hull,Unknown,pt. shriya artha nusantara,1250,bali,vary,2,1.0,Specialty Coffee Association of Indonesia,2017-01-01,2017-09-04,SanJava Coffee,Other,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,7.42,82.5,0.11,0,0.0,Green,5,2018-09-04,Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,1250.0,1250.0,1250.0
655,Arabica,elsy reyes,Honduras,las cuchillas,165,cigrah s.a de c.v.,13-111-097,cigrah,1400,comayagua,Nahun Maldonado,275,69.0,Instituto Hondureño del Café,2017-01-01,2017-06-03,Elsy Reyes,Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.1,0,0.0,Green,4,2018-06-03,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0
656,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0146,beneficio ixchel,11/23/0146,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA DE NUYENS,50,69.0,Asociacion Nacional Del Café,2016-01-01,2016-03-16,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5,0.1,0,2.0,Green,2,2017-03-16,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
657,Arabica,doi tung development project,Thailand,Unknown,Unknown,Unknown,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1.0,Specialty Coffee Association,2014-01-01,2015-06-09,Doi Tung Development Project,Unknown,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,7.83,82.5,0.12,0,0.0,Green,0,2016-06-08,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800.0,800.0,800.0
658,Arabica,松澤宏樹 koju matsuzawa,Thailand,Unknown,Unknown,Unknown,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",50,20.0,Specialty Coffee Institute of Asia,2014-01-01,2015-02-15,松澤宏樹 Koju Matsuzawa,Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,Unknown,0,2016-02-15,Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1400.0,1500.0,1450.0
659,Arabica,shah plantations,"Tanzania, United Republic Of",shah plantation,Unknown,shah plantation,C26,shah plantations,1600,karatu arusha,Shah Plantations,37,60.0,Africa Fine Coffee Association,2014-01-01,2014-12-18,Shah Plantations,Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.12,0,0.0,Green,1,2015-12-18,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1600.0,1600.0,1600.0
660,Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of",amkeni,Unknown,amkeni gourmet coffee group,C35,amkeni gourmet coffee group,Unknown,moshi,Amkeni Gourmet Coffee Group,5,60.0,Africa Fine Coffee Association,2014-01-01,2014-12-12,Amkeni Gourmet Coffee Group,Other,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5,0.12,0,0.0,Bluish-Green,3,2015-12-12,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,Unknown,Unknown,Unknown
661,Arabica,lusso lab,Mexico,finca san el retiro,Unknown,Unknown,NONE,lusso coffee lab,1500-1700m,chiapas,Santiago & Rosaura Arguello Campos,2,2.0,Specialty Coffee Association,2013-01-01,2014-04-14,LUSSO LAB,Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,7.58,82.5,0.0,0,0.0,Green,1,2015-04-14,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500.0,1700.0,1600.0
662,Arabica,ipanema coffees,Brazil,fazenda rio verde,Unknown,ipanema coffees,002 - 4177 - 0039,ipanema coffees,1260,south of minas,Ipanema Coffees,69,60.0,Specialty Coffee Association,,2014-01-14,Ipanema Coffees,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,Bluish-Green,0,2015-01-14,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1260.0,1260.0,1260.0
663,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,Unknown,beneficio ixchel,11/23/0633,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69.0,Asociacion Nacional Del Café,2013-01-01,2013-05-30,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.5,0.12,0,0.0,Green,4,2014-05-30,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
664,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora boananza,3-68-0162,exportadora de cafe condor s.a,1750 msnm,huila,Unknown,250,70.0,Almacafé,2013-01-01,2013-05-07,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,Green,1,2014-05-07,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0
665,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,Unknown,beneficio ixchel,11/426/2,"unex guatemala, s.a.",4300,oriente,MARGARITA DE NUYENS,250,69.0,Asociacion Nacional Del Café,2013-01-01,2013-02-26,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.5,0.11,0,0.0,Green,0,2014-02-26,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
666,Arabica,saul m. hernandez ramirez,Mexico,la pagua,Unknown,el mavodo,1702773555,Unknown,1679,san bartolo tutotepec,"VELASCO SAN AGUSTIN, NAZARIO",10,1.0,AMECAFE,2012-01-01,2012-09-27,SAUL M. HERNANDEZ RAMIREZ,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.5,0.13,0,0.0,None,10,2013-09-27,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1679.0,1679.0,1679.0
667,Arabica,enrique mitre lopez,Mexico,caltuchoco,Unknown,"zapotitlan de mendez, puebla",1206966823,cafe de la sierra norte de puebla,1100,zapotitlan de mendez,ENRIQUE MITRE LOPEZ,10,1.0,AMECAFE,2012-01-01,2012-07-26,ENRIQUE MITRE LOPEZ,Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,82.5,0.12,0,0.0,Green,5,2013-07-26,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0
668,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante don manuel,Unknown,Unknown,PCO-031106-CF7,finca santa cruz,1650,la concordia,SUSANA LETICIA LOPEZ AGUILAR,28,1.0,AMECAFE,2012-01-01,2012-06-07,Enrique Eduardo Lopez Aguilar,Typica,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,Unknown,2,2013-06-07,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1650.0,1650.0,1650.0
669,Arabica,juan luis alvarado romero,Guatemala,various,Unknown,Unknown,11/08/88-11/08/67,"waelti schoenfeld exportadores de cafe, s.a.",Unknown,oriente,VARIOUS,275,1.0,Asociacion Nacional Del Café,2012-01-01,2012-03-26,Juan Luis Alvarado Romero,Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,Green,5,2013-03-26,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
