Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Expiration_Year,Year_Difference,Grading.Year,Grading.Quarter,Grading.Month,Grading.Day,Grading.Weekday,Expiration.Year,Expiration.Quarter,Expiration.Month,Expiration.Day,Expiration.Weekday
783,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,Unknown,ngorogoro convenant estate,C19,ngorogoro convenant estate,1830.9876708757638,ngorogoro,Ngorogoro Convenant Estate,1,60.0,Africa Fine Coffee Association,2014.0,2015-01-08,Ngorogoro Convenant Estate,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,0,0.0,Green,3,2016-01-08,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500.0,1700.0,1600.0,2016,2.0,2015,1,1,8,4,2016,1,1,8,5
785,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,Unknown,cafetalera aquiares,5-025-0101,"ceca,s.a.",1830.9876708757638,turrialba,Cafetalera Aquiares,150,69.0,Specialty Coffee Association of Costa Rica,2013.0,2014-03-21,"CECA, S.A.",Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,2,2015-03-21,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,13.0,13.0,13.0,2015,2.0,2014,1,3,21,5,2015,1,3,21,6
786,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,230035,kona pacific farmers cooperative,1830.9876708757638,kona,Unknown,4,45.3592,Specialty Coffee Association,2012.0,2012-11-26,Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,0,0.0,Bluish-Green,0,2013-11-26,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2013,1.0,2012,4,11,26,1,2013,4,11,26,2
787,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",Unknown,"cafetal el equimite, rancho agroecológico",0,Unknown,1830.9876708757638,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,35,1.0,AMECAFE,2012.0,2012-09-10,"El Equimite, Cafetal Biodinámico",Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,0,0.0,Green,7,2013-09-10,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300.0,1300.0,1300.0,2013,1.0,2012,3,9,10,1,2013,3,9,10,2
788,Arabica,julio perez hernandez,Mexico,Unknown,Unknown,"tapachula, chiapas",0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1830.9876708757638,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1.0,AMECAFE,2012.0,2012-08-30,JULIO PEREZ HERNANDEZ,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,3,0.0,Green,13,2013-08-30,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1800.0,1800.0,1800.0,2013,1.0,2012,3,8,30,4,2013,3,8,30,5
789,Arabica,rosa aurora falcon fernandez,Mexico,bola de oro,Unknown,"coatepec, ver",1104362837,Unknown,1830.9876708757638,coatepec,ROSA AURORA FALCON FERNANDEZ,15,1.0,AMECAFE,2012.0,2012-07-26,ROSA AURORA FALCON FERNANDEZ,Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,11,2013-07-26,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0,2013,1.0,2012,3,7,26,4,2013,3,7,26,5
790,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",Unknown,"apollo co., ltd.",Unknown,royal base corporation,1830.9876708757638,don duong,"Apollo Co., LTd.",1,2.0,Specialty Coffee Association,2012.0,2012-07-23,Royal Base Corporation,Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,0,0.0,Green,2,2013-07-23,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1040.0,1040.0,1040.0,2013,1.0,2012,3,7,23,1,2013,3,7,23,2
791,Arabica,sergio de la vequia bernardi,Mexico,tomatlancillo,Unknown,cafetalera la cuchilla,1102751467,Unknown,1830.9876708757638,veracruz,RAMIRO DE LA VEQUIA BERNARDI,250,1.0,AMECAFE,2012.0,2012-07-11,SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,1,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0,2013,1.0,2012,3,7,11,3,2013,3,7,11,4
792,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,2200302,cqi,1830.9876708757638,kona,Unknown,10,45.3592,Specialty Coffee Association,2012.0,2012-02-23,Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,0,0.0,Green,2,2013-02-22,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2013,1.0,2012,1,2,23,4,2013,1,2,22,5
794,Arabica,bismarck castro,Honduras,las moras,47,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,1830.9876708757638,el paraíso,Santos Fonseca,275,69.0,Instituto Hondureño del Café,2017.0,2017-06-01,Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,2018-06-01,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1600.0,1600.0,1600.0,2018,1.0,2017,2,6,1,4,2018,2,6,1,5
795,Arabica,bismarck castro,Honduras,las moras,47,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,1830.9876708757638,guinope el paraíso,Santos Fonseca,275,69.0,Instituto Hondureño del Café,2016.0,2017-04-06,Bismarck Castro,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,0,1.0,Green,7,2018-04-06,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1600.0,1600.0,1600.0,2018,2.0,2017,2,4,6,4,2018,2,4,6,5
796,Arabica,ipanema coffees,Brazil,capoeirinha,007/16G,dry mill,002/1660/0105,ipanema coffees,1830.9876708757638,south of minas,Ipanema Agricola,230,60.0,Brazil Specialty Coffee Association,2016.0,2016-08-16,Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.11,0,2.0,Green,3,2017-08-16,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,944.0,944.0,944.0,2017,1.0,2016,3,8,16,2,2017,3,8,16,3
797,Arabica,didas,"Tanzania, United Republic Of",family farm,Unknown,Unknown,CA006,tawoca,1830.9876708757638,kilimanjaro,Mr & Mrs Didas Mallya,2,80.0,Africa Fine Coffee Association,2015.0,2015-11-16,Didas,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,0,0.0,Green,20,2016-11-15,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500.0,1800.0,1650.0,2016,1.0,2015,4,11,16,1,2016,4,11,15,2
798,Arabica,minwook ku,Laos,club green,Unknown,club green,105,kettles coffee roasters,1830.9876708757638,lao p.d.r.,HanYong Choi,1,2.0,Specialty Coffee Institute of Asia,2015.0,2015-11-05,Minwook Ku,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,0.12,0,0.0,Blue-Green,0,2016-11-04,Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1250.0,1250.0,1250.0,2016,1.0,2015,4,11,5,4,2016,4,11,4,5
799,Arabica,finca estate,"Tanzania, United Republic Of",finca estate,Unknown,finca estate,C42,finca estate,1830.9876708757638,meru,Finca Estate,1,60.0,Africa Fine Coffee Association,2014.0,2014-12-18,Finca Estate,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,0,0.0,Green,3,2015-12-18,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1300.0,1400.0,1350.0,2015,1.0,2014,4,12,18,4,2015,4,12,18,5
800,Arabica,afca,Malawi,chikali,Unknown,mzuzu coffee coop union,C120,mzuzu coffee planters coop union,1830.9876708757638,mzuzu,Mzuzu Coffee Coop Union,16,60.0,Africa Fine Coffee Association,2014.0,2014-10-31,AFCA,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,0.13,0,0.0,Bluish-Green,1,2015-10-31,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,2500.0,2500.0,2500.0,2015,1.0,2014,4,10,31,5,2015,4,10,31,6
801,Arabica,"lin, che-hao krude 林哲豪",Taiwan,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",Unknown,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",Taiwan,"red on tree co., ltd.",1830.9876708757638,"dongshan dist., tainan city 臺南市東山區",Chen Jin Lin 陳金璘,50,20.0,Specialty Coffee Association,2013.0,2014-07-22,"Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,0.09,0,0.0,Green,0,2015-07-22,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,600.0,600.0,600.0,2015,2.0,2014,3,7,22,2,2015,3,7,22,3
803,Arabica,eric thormaehlen,Costa Rica,various,Unknown,coricafe sa,5-0048-0144,coricafe s.a.,1830.9876708757638,central valley,VARIOS,250,1.0,Specialty Coffee Association of Costa Rica,2013.0,2014-06-09,Eric Thormaehlen,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,0,0.0,Green,4,2015-06-09,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200.0,1400.0,1300.0,2015,2.0,2014,2,6,9,1,2015,2,6,9,2
804,Arabica,beneficio santa rosa,Honduras,bsr,Unknown,beneficio santa rosa s.a.,13-123-306,beneficio santa rosa s.a.,1830.9876708757638,occidental,BSR,275,69.0,Instituto Hondureño del Café,2014.0,2014-04-30,Beneficio Santa Rosa,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,5,2015-04-30,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,2015,1.0,2014,2,4,30,3,2015,2,4,30,4
805,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-2863,racafe & cia s.c.a,1830.9876708757638,huila,Unknown,250,70.0,Almacafé,2013.0,2013-09-13,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,1,2014-09-13,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,2000.0,1900.0,2014,1.0,2013,3,9,13,5,2014,3,9,13,6
806,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,Unknown,gao chun fang 高醇坊,Taiwan,"red on tree co., ltd.",1830.9876708757638,"dongshan dist., tainan city 臺南市東山區","Lin Huang, A-Mien 黃阿綿",30,10.0,Specialty Coffee Association,2012.0,2013-06-03,"Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,0.12,0,0.0,Bluish-Green,0,2014-06-03,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,600.0,700.0,650.0,2014,2.0,2013,2,6,3,1,2014,2,6,3,2
807,Arabica,owen carver,Brazil,café do paraíso,Unknown,café do paraíso,??,café do paraíso,1830.9876708757638,"minas gerais, br",Café do Paraíso,1,2.0,Specialty Coffee Association,2012.0,2013-05-21,Owen Carver,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0,0.11,0,0.0,Blue-Green,0,2014-05-21,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,894.0,1183.0,1038.5,2014,2.0,2013,2,5,21,2,2014,2,5,21,3
808,Arabica,jorge octavio escamilla prado,Mexico,la ceiba,Unknown,Unknown,1104355254,Unknown,1830.9876708757638,coscomatepec,JORGE OCTAVIO ESCAMILLA PRADO,15,1.0,AMECAFE,2012.0,2012-07-11,JORGE OCTAVIO ESCAMILLA PRADO,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,940.0,940.0,940.0,2013,1.0,2012,3,7,11,3,2013,3,7,11,4
809,Arabica,nucoffee,Brazil,campo das flores,Unknown,Unknown,002/1251/0237,nucoffee,1830.9876708757638,south of minas,Vander Bonaccorsi,50,60.0,NUCOFFEE,2012.0,2012-06-04,NUCOFFEE,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,2013-06-04,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1000.0,1000.0,1000.0,2013,1.0,2012,2,6,4,1,2013,2,6,4,2
810,Arabica,nucoffee,Brazil,são josé da lagoa,Unknown,Unknown,002/1251/0240,nucoffee,1830.9876708757638,cerrado,José Hiroiti,75,60.0,NUCOFFEE,2012.0,2012-04-11,NUCOFFEE,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.11,0,0.0,Blue-Green,1,2013-04-11,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1050.0,1050.0,1050.0,2013,1.0,2012,2,4,11,3,2013,2,4,11,4
811,Arabica,juan luis alvarado romero,Guatemala,el faro,Unknown,Unknown,11/08/1990,"elfasa, s.a.",1830.9876708757638,san marcos,PAUL STAUDER,250,1.0,Asociacion Nacional Del Café,2012.0,2012-03-26,Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,3,2013-03-26,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2013,1.0,2012,1,3,26,1,2013,1,3,26,2
812,Arabica,nucoffee,Brazil,santa mariana/são vicente,Unknown,Unknown,001/1251/0253,nucoffee,1830.9876708757638,south of minas,Maria da Gloria Junqueira,53,60.0,NUCOFFEE,2012.0,2012-02-17,NUCOFFEE,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,0.12,0,0.0,Green,2,2013-02-16,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,950.0,950.0,950.0,2013,1.0,2012,1,2,17,5,2013,1,2,16,6
813,Arabica,felipe isaza,Guatemala,conquista / morito,Unknown,beneficio ixchel,11/23/0238,coffee resources inc.,1830.9876708757638,oriente,Conquista/Morito,250,2.0,Specialty Coffee Association,2012.0,2012-02-01,Felipe Isaza,Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,0.0,0,0.0,Green,10,2013-01-31,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1402.08,1402.08,1402.08,2013,1.0,2012,1,2,1,3,2013,1,1,31,4
815,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0633,beneficio ixchel,11/23/0633,"unex guatemala, s.a.",1830.9876708757638,oriente,"AGRICOLA EL PILAR, S.A.",25,69.0,Asociacion Nacional Del Café,2017.0,2017-08-22,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,0.1,0,0.0,Green,1,2018-08-22,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1901.0,1901.0,1901.0,2018,1.0,2017,3,8,22,2,2018,3,8,22,3
816,Arabica,juan luis alvarado romero,Guatemala,las delicias,11/23/0515,beneficio ixchel,11/23/0515,"unex guatemala, s.a.",1830.9876708757638,santa rosa,OTTO BECKER,50,69.0,Asociacion Nacional Del Café,2017.0,2017-06-22,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,0,2.0,Green,0,2018-06-22,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,2018,1.0,2017,2,6,22,4,2018,2,6,22,5
817,Arabica,bismarck castro,Honduras,los hicaques,63,cigrah s.a de c.v.,13-111-022,cigrah s.a de c.v,1830.9876708757638,comayagua,Reinerio Zepeda,274,67.0,Instituto Hondureño del Café,2017.0,2017-06-01,Bismarck Castro,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,1,2018-06-01,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,2018,1.0,2017,2,6,1,4,2018,2,6,1,5
818,Arabica,gabriel barbara,Brazil,santa bárbara,2016/0002,copag,02 / 143-0 / 0044,volcafe ltda.,1830.9876708757638,monte carmelo,Múcio Cardoso,305,59.0,Brazil Specialty Coffee Association,2015.5360705433814,2016-10-26,Gabriel Barbara,Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92,0.11,0,0.0,Green,4,2017-10-26,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1020.0,1020.0,1020.0,2017,Unknown,2016,4,10,26,3,2017,4,10,26,4
819,Arabica,consejo salvadoreño del café,El Salvador,la esperanza,Unknown,san miguel,09-032-86,consejo salvadoreño del café,1830.9876708757638,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",275,69.0,Salvadoran Coffee Council,2014.0,2015-05-05,Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,0.11,0,0.0,Green,2,2016-05-04,Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1250.0,1250.0,1250.0,2016,2.0,2015,2,5,5,2,2016,2,5,4,3
820,Arabica,juan luis alvarado romero,Guatemala,las cebollas y anexos,Unknown,la conquista,11-973-59,asociación nacional del café - anacafe -,1830.9876708757638,nuevo oriente,OVIDIO CARDONA,275,69.0,Asociacion Nacional Del Café,2015.0,2015-04-20,Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,0.11,0,0.0,Green,7,2016-04-19,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1300.0,1800.0,1550.0,2016,1.0,2015,2,4,20,1,2016,2,4,19,2
821,Arabica,mcomafa co ltd,"Tanzania, United Republic Of",mcomafa farm no1155gr,Unknown,mcomafa,C13,mcomafa co. ltd,1830.9876708757638,mbeya,Mcomafa,114,60.0,Africa Fine Coffee Association,2014.0,2015-01-06,Mcomafa Co Ltd,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,0,0.0,Green,4,2016-01-06,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1877.0,1877.0,1877.0,2016,2.0,2015,1,1,6,2,2016,1,1,6,3
823,Arabica,lusso lab,Zambia,mubuyu munali,Unknown,Unknown,-,lusso coffee lab,1830.9876708757638,mubuyu estate,Unknown,13,2.0,Specialty Coffee Association,2014.0,2014-06-20,LUSSO LAB,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,81.92,0.0,1,0.0,Unknown,3,2015-06-20,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000.0,1500.0,1250.0,2015,1.0,2014,2,6,20,5,2015,2,6,20,6
825,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon coffee 龍咖啡,Unknown,dragon coffee 龍咖啡,Unknown,blossom valley宸嶧國際,1830.9876708757638,taichung xinshe 台中市新社區,Chen gui jiao 陳桂嬌,35,30.0,Blossom Valley International,2012.0,2013-12-26,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,0.11,0,0.0,Green,0,2014-12-26,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1000.0,1000.0,1000.0,2014,2.0,2013,4,12,26,4,2014,4,12,26,5
826,Arabica,calixto guillen vazquez,Mexico,various,Unknown,productores de cafes especiales sc,2406,"finca triunfo verde, s.c.",1830.9876708757638,chiapas,VARIOS PRODUCTORES,450,1.0,AMECAFE,2013.0,2013-03-29,CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92,0.12,0,0.0,Green,6,2014-03-29,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300.0,1300.0,1300.0,2014,1.0,2013,1,3,29,5,2014,1,3,29,6
827,Arabica,saul m. hernandez ramirez,Mexico,platanal,Unknown,en el plan de guadalupe,1700920709,Unknown,1830.9876708757638,"chapulhuacan, hidalgo","PONCE RUBIO, VENANCIO",10,1.0,AMECAFE,2012.0,2012-09-27,SAUL M. HERNANDEZ RAMIREZ,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,81.92,0.13,2,0.0,None,7,2013-09-27,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,981.0,981.0,981.0,2013,1.0,2012,3,9,27,4,2013,3,9,27,5
828,Arabica,saul m. hernandez ramirez,Mexico,texpanco,Unknown,"en chiatipan, municipio de huazalingo",1702772190,Unknown,1830.9876708757638,"huazalingo, hidalgo","FRANCISCO SAENZ, FERNANDO",10,1.0,AMECAFE,2012.0,2012-09-27,SAUL M. HERNANDEZ RAMIREZ,Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,81.92,0.14,2,0.0,None,8,2013-09-27,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,690.0,690.0,690.0,2013,1.0,2012,3,9,27,4,2013,3,9,27,5
829,Arabica,juan hermilio sampieri carcamo,Mexico,la laja,Unknown,la laja pinillos veracruz,1104402366,Unknown,1830.9876708757638,veracruz,JUAN HERMILIO SAMPIERI CARCAMO,30,1.0,AMECAFE,2012.0,2012-07-11,JUAN HERMILIO SAMPIERI CARCAMO,Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,0.12,0,0.0,Green,4,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1650.0,1650.0,1650.0,2013,1.0,2012,3,7,11,3,2013,3,7,11,4
